MovieID,Title,AvgRating,Count
54934,"Brothers Solomon, The (2007)",2.482,55
814,"Boy Called Hate, A (1995)",3.278,9
809,Fled (1996),2.898,895
3473,Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976),3.493,69
7560,Fail-Safe (1964),3.925,415
3308,"Flamingo Kid, The (1984)",3.151,720
5480,Stuart Little 2 (2002),2.644,404
31705,Beautiful Boxer (2003),3.652,23
623,"Modern Affair, A (1995)",3.095,21
60411,"Pornographers, The (1966)",3.857,7
1263,"Deer Hunter, The (1978)",3.999,5457
5522,Rollerball (1975),3.187,478
6263,Basic (2003),3.173,503
1339,Dracula (Bram Stoker's Dracula) (1992),3.421,5274
105,"Bridges of Madison County, The (1995)",3.323,5676
1005,D3: The Mighty Ducks (1996),2.408,1128
3425,Mo' Better Blues (1990),3.331,266
1311,Santa with Muscles (1996),2.931,94
2958,Naturally Native (1998),2.600,5
2802,Tequila Sunrise (1988),3.000,1269
4864,Titanica (1992),3.085,59
7491,"Naked Prey, The (1966)",3.194,31
58146,Witless Protection (2008),1.804,28
3341,Born Yesterday (1950),3.902,538
42728,Tristan & Isolde (2006),3.272,186
7203,Final Cut (1998),3.071,35
4460,Encounter in the Third Dimension (1999),2.344,16
8640,King Arthur (2004),2.970,977
6166,Dennis the Menace (1993),2.302,595
1836,"Last Days of Disco, The (1998)",3.281,954
4788,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),3.728,160
45028,"Prairie Home Companion, A (2006)",3.330,376
6115,Personal Best (1982),2.841,82
8374,Bright Future (Akarui mirai) (2003),3.568,22
3198,Papillon (1973),3.981,2307
4277,"Lost World, The (1925)",3.192,219
6108,That Night in Varennes (La Nuit de Varennes) (1982),3.433,15
5310,Transylvania 6-5000 (1985),2.291,218
34583,Prime Cut (1972),3.550,30
39435,"Legend of Zorro, The (2005)",2.953,329
7951,Nightbreed (1990),3.172,99
3750,Boricua's Bond (2000),1.667,3
47274,Murmur of the Heart (Le Souffle au coeur) (1971),3.922,32
1993,Child's Play 3 (1991),1.907,547
5614,His Secret Life (Le Fate ignoranti) (2001),3.389,36
6282,Cet amour-là (2001),2.250,2
64953,"Dirty Dozen, The: The Fatal Mission (1988)",3.500,1
39183,Brokeback Mountain (2005),3.754,2249
6768,Luther (2003),3.611,180
1905,Marie From the Bay of Angels (Marie Baie Des Anges) (1997),2.688,24
5953,Devils on the Doorstep (Guizi lai le) (2000),2.375,28
55324,Relative Strangers (2006),1.000,1
1679,Chairman of the Board (1998),1.832,116
4190,Elmer Gantry (1960),3.874,306
4130,Maid to Order (1987),2.368,265
56775,National Treasure: Book of Secrets (2007),3.230,495
4335,Midnight Madness (1980),3.209,55
4472,Bad Dreams (1988),2.326,46
25773,Little Caesar (1931),3.687,91
815,Power 98 (1996),2.000,20
7347,Secret Window (2004),3.146,1127
49651,Rocky Balboa (2006),3.326,472
360,I Love Trouble (1994),2.710,1307
4629,Next of Kin (1989),2.430,193
4786,"Legend of Hell House, The (1973)",3.366,160
5188,How to Beat the High Cost of Living (1980),2.537,27
404,Brother Minister: The Assassination of Malcolm X (1994),3.109,55
1305,"Paris, Texas (1984)",3.809,1252
1957,Chariots of Fire (1981),3.796,3535
5196,Lion of the Desert (1980),3.452,31
58803,21 (2008),3.394,435
219,"Cure, The (1995)",3.586,400
7199,Melvin Goes to Dinner (2003),3.690,116
4772,Dinner Rush (2000),3.732,136
60074,Hancock (2008),3.284,615
49347,Fast Food Nation (2006),3.165,206
26393,Sorcerer (1977),3.278,27
3434,Death Wish V: The Face of Death (1994),1.864,136
8221,War of the Buttons (1994),3.681,83
26303,Sisters (1973),3.516,64
59105,Where in the World Is Osama Bin Laden? (2008),3.210,31
2304,Love Is the Devil (1998),3.581,62
5829,Men with Brooms (2002),3.140,129
8896,I Married a Monster from Outer Space (1958),3.000,21
5687,Take Care of My Cat (Goyangileul butaghae) (2001),3.210,31
2657,"Rocky Horror Picture Show, The (1975)",3.314,7483
3948,Meet the Parents (2000),3.488,8012
7247,Chitty Chitty Bang Bang (1968),3.289,748
7232,Heat and Dust (1983),3.400,30
7786,Ghengis Blues (1999),4.070,79
26682,Downtown (1990),2.400,10
6159,All the Real Girls (2003),3.616,194
54193,Broken English (2007),3.473,37
6087,If You Could See What I Hear (1982),3.197,33
8527,I'll Sleep When I'm Dead (2003),3.028,108
31998,"Hole in My Heart, A (Ett Hål i mitt hjärta) (2004)",3.125,4
491,"Man Without a Face, The (1993)",3.413,3413
2313,"Elephant Man, The (1980)",3.953,3459
2552,My Boyfriend's Back (1993),2.318,173
27408,Ripley's Game (2002),3.382,110
44595,Resurrection (1980),3.675,20
26123,Robin and the 7 Hoods (1964),2.909,33
3236,Zachariah (1971),3.000,13
457,"Fugitive, The (1993)",4.007,28951
3029,Nighthawks (1981),3.088,501
7377,"United States of Leland, The (2003)",3.482,196
64249,Shrek the Halls (2007),3.173,26
2604,Let it Come Down: The Life of Paul Bowles (1998),3.083,18
4376,Down From the Mountain (2000),3.657,35
61037,Silent Light (Stellet licht) (2007),3.500,3
8606,Pull My Daisy (1958),3.643,7
5944,Star Trek: Nemesis (2002),3.072,1618
2891,"Happy, Texas (1999)",3.383,853
2074,"Night Porter, The (Portiere di notte, Il) (1974)",3.500,153
4233,Tomcats (2001),2.489,370
5881,Solaris (2002),3.092,1442
6535,"Legally Blonde 2: Red, White & Blonde (2003)",2.387,1015
5788,All or Nothing (2002),3.667,165
8157,Jin Roh: The Wolf Brigade (Jin-Rô) (1998),3.684,255
8264,Grey Gardens (1975),3.862,87
8478,"Distant Voices, Still Lives (1988)",3.409,11
2002,Lethal Weapon 3 (1992),3.200,4699
1931,Mutiny on the Bounty (1935),3.923,1102
6500,"Satanic Rites of Dracula, The (1974)",2.394,33
3294,Eaten Alive (1976),2.500,30
8866,Wimbledon (2004),3.283,568
4331,Semi-Tough (1978),3.095,137
7980,"Bridge Too Far, A (1977)",3.768,568
1674,Witness (1985),3.858,6550
4526,My Stepmother Is an Alien (1988),2.426,559
1645,"Devil's Advocate, The (1997)",3.451,6169
4433,Written on the Wind (1956),3.885,104
49013,"Santa Clause 3: The Escape Clause, The (2006)",2.312,69
2963,Joe the King (1999),3.204,81
4299,"Knight's Tale, A (2001)",3.213,2856
173,Judge Dredd (1995),2.535,8794
7135,Shoot the Piano Player (Tirez sur le pianiste) (1960),4.007,213
6457,Sink the Bismark! (1960),3.586,139
3751,Chicken Run (2000),3.620,8915
6969,"Last Battle, The (Le Dernier Combat) (1983)",3.267,43
5324,Life or Something Like It (2002),2.916,359
32792,"Red Desert, The (Deserto rosso, Il) (1964)",4.214,7
290,Once Were Warriors (1994),4.020,2408
4313,"Man Who Cried, The (2000)",3.056,152
773,Touki Bouki (1973),3.111,18
51933,Pride (2007),3.389,27
5587,"Hills Have Eyes Part II, The (1985)",1.881,42
3357,East-West (Est-ouest) (1999),3.705,341
53464,Fantastic Four: Rise of the Silver Surfer (2007),2.808,555
67,Two Bits (1995),3.394,118
36397,Valiant (2005),2.685,119
2299,"Battle of the Sexes, The (1959)",3.143,28
25764,"Cameraman, The (1928)",3.621,58
4755,Wish Upon a Star (1996),3.593,27
64750,Pin... (1988),2.700,5
26038,Teacher's Pet (1958),3.714,28
3998,Proof of Life (2000),3.163,1370
26398,Capricorn One (1978),3.254,132
6085,Neil Young: Human Highway (1982),1.500,1
8529,"Terminal, The (2004)",3.497,2368
1237,"Seventh Seal, The (Sjunde inseglet, Det) (1957)",4.095,1980
2758,Plenty (1985),2.978,134
39394,Dandelion (2004),3.045,11
2142,"American Tail: Fievel Goes West, An (1991)",2.908,1153
2779,Heaven Can Wait (1978),3.567,1415
7484,Gimme Shelter (1970),3.862,240
56251,Futurama: Bender's Big Score (2007),3.681,281
2825,Rosie (1998),2.845,42
32,12 Monkeys (Twelve Monkeys) (1995),3.875,24397
95,Broken Arrow (1996),3.117,13448
8341,Oliver Twist (1948),3.631,271
26101,McLintock! (1963),3.494,90
8149,"Atlantis, the Lost Continent (1961)",2.932,22
58,"Postman, The (Postino, Il) (1994)",4.011,6951
7004,Kindergarten Cop (1990),2.760,1680
494,Executive Decision (1996),3.363,7613
54286,"Bourne Ultimatum, The (2007)",3.971,2648
7387,Dawn of the Dead (1978),3.801,1223
49132,Shut Up & Sing (2006),3.647,129
30898,"Upside of Anger, The (2005)",3.399,387
6109,One from the Heart (1982),2.935,54
1792,U.S. Marshals (1998),3.185,2440
102,Mr. Wrong (1996),2.436,1263
27866,In My Father's Den (2004),3.661,31
5758,Horror Planet (a.k.a. Inseminoid) (1981),1.600,5
26079,David and Lisa (1962),3.429,7
1206,"Clockwork Orange, A (1971)",4.005,11925
61970,Moonbase (1998),2.000,1
25856,Wuthering Heights (1939),3.658,120
3350,"Raisin in the Sun, A (1961)",3.873,487
6638,Valley Girl (1983),3.268,237
3291,Trois (2000),1.750,14
32325,Yanks (1979),2.860,25
5734,Faces of Death 2 (1981),1.495,111
59900,You Don't Mess with the Zohan (2008),2.785,265
8447,This Island Earth (1955),2.920,75
7479,Watch on the Rhine (1943),3.571,21
7102,Dragnet (1987),2.853,404
31685,Hitch (2005),3.502,1577
8690,Slaughterhouse-Five (1972),3.742,327
44022,Ice Age 2: The Meltdown (2006),3.314,876
34193,Conflict (1945),3.400,5
4619,Little Monsters (1989),2.767,202
6765,Under the Tuscan Sun (2003),3.348,748
7990,Rock 'N' Roll High School (1979),3.306,126
7989,Not of This Earth (1988),2.789,19
30846,"Assassination of Richard Nixon, The (2004)",3.500,254
27685,Bring It On Again (2004),1.977,88
334,Vanya on 42nd Street (1994),3.784,1048
2470,Crocodile Dundee (1986),3.158,6718
6549,How to Deal (2003),2.767,131
26155,Khartoum (1966),3.424,33
4901,Spy Game (2001),3.581,2858
2906,Random Hearts (1999),2.390,1025
280,Murder in the First (1995),3.709,3204
1681,Mortal Kombat: Annihilation (1997),1.993,1085
5265,Death to Smoochy (2002),3.208,985
8940,Hair Show (2004),1.500,3
4566,American Ninja 2: The Confrontation (1987),1.993,152
2081,"Little Mermaid, The (1989)",3.483,7802
6242,Ring (Ringu) (1998),3.618,1301
7492,Martin (1977),3.323,48
2692,Run Lola Run (Lola rennt) (1998),4.061,8936
46337,Garfield: A Tail of Two Kitties (2006),2.349,106
5121,Stroszek (1977),3.990,102
27555,Fubar (2002),3.649,57
60201,"Color of Pomegranates, The (Sayat Nova) (1968)",2.875,8
3821,Nutty Professor II: The Klumps (2000),2.404,1411
3160,Magnolia (1999),3.840,6247
3338,For All Mankind (1989),3.919,135
4952,Morons From Outer Space (1985),2.440,50
26696,Lionheart (1990),2.865,52
5939,"Man Who Saves the World, The (Dünyayi Kurtaran Adam) (1982)",2.396,24
26413,Snake in the Eagle's Shadow (Se ying diu sau) (1978),3.742,33
3954,Just Looking (1999),2.871,31
1744,Firestorm (1998),2.456,315
6078,Firefox (1982),2.956,342
4314,Our Song (2000),3.147,34
32082,That Championship Season (1982),3.214,7
1131,Jean de Florette (1986),4.195,1842
405,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),2.458,2128
6505,Ed and His Dead Mother (1993),2.934,38
7880,Friday Night (Vendredi Soir) (2002),3.000,11
5325,Dogtown and Z-Boyz (2001),3.786,492
57669,In Bruges (2008),3.887,706
31193,"Many Adventures of Winnie the Pooh, The (1977)",3.557,150
2855,Nightmares (1983),2.331,65
55668,Full of It (2007),2.375,4
317,"Santa Clause, The (1994)",3.156,9827
3702,Mad Max (1979),3.571,4449
598,Window to Paris (Okno v Parizh) (1994),3.558,78
6836,"Amazing Transparent Man, The (1960)",2.200,5
586,Home Alone (1990),3.058,15356
1340,Bride of Frankenstein (1935),3.760,1283
6667,Waco: The Rules of Engagement (1997),3.851,168
36708,Family Guy Presents: Stewie Griffin - The Untold Story (2005),3.671,597
6805,Crying Freeman (1995),3.194,72
7313,Fire Birds (1990),2.464,70
5403,"Sleepy Time Gal, The (2001)",2.556,9
61267,Fly Me to the Moon (2008),2.062,8
3809,What About Bob? (1991),3.367,3028
33832,Yes (2004),3.306,31
63119,Filth and Wisdom (2008),2.833,3
3450,Grumpy Old Men (1993),3.363,3008
3298,Boiler Room (2000),3.478,2540
6014,National Security (2003),2.588,337
488,M. Butterfly (1993),3.478,344
2609,"King of Masks, The (Bian Lian) (1996)",3.978,292
7416,"Sunshine Boys, The (1975)",3.354,120
39441,New York Doll (2005),3.487,38
6459,"Desert Fox, The (1951)",3.467,75
1268,Pump Up the Volume (1990),3.458,1932
53,Lamerica (1994),3.703,91
7790,"Bon Voyage, Charlie Brown (and Don't Come Back!) (1980)",3.220,100
8651,Man of La Mancha (1972),3.488,86
8488,Siddhartha (1972),3.140,25
2933,"Fire Within, The (Le Feu Follet) (1963)",3.562,48
61011,"Walker,The (2007)",2.600,5
593,"Silence of the Lambs, The (1991)",4.204,33668
2155,"Slums of Beverly Hills, The (1998)",3.397,1170
7925,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",4.013,440
4168,Get Over It (2001),2.997,319
2655,Howling II: Your Sister Is a Werewolf (1985),1.668,170
3853,"Tic Code, The (1998)",3.029,35
4407,Salvador (1986),3.742,444
2569,Among Giants (1998),2.790,31
4287,Paris When It Sizzles (1964),2.904,57
3271,Of Mice and Men (1992),3.775,1893
4483,Caddyshack II (1988),2.118,421
3429,Creature Comforts (1989),4.204,1381
6579,"One, Two, Three (1961)",3.986,173
26171,Play Time (a.k.a. Playtime) (1967),3.835,94
27839,"Ring Two, The (2005)",2.606,478
61470,"Boys in Company C, The (1978)",2.938,8
39427,Stay (2005),3.397,228
5006,Sex and Zen (Rou pu Tuan zhi tou Qing bao Jian) (1992),2.857,35
59995,Boy A (2007),3.722,97
7637,Irma Vep (1996),3.265,68
6842,Images (1972),3.114,22
6569,Hotel (2001),2.484,32
8718,"Snake Pit, The (1948)",3.690,58
8003,Bedlam (1946),3.262,21
6411,Come September (1961),3.250,18
4810,I Never Promised You a Rose Garden (1977),3.236,55
63853,Australia (2008),3.289,38
59418,"American Crime, An (2007)",3.714,7
2520,Airport (1970),3.062,931
3112,'night Mother (1986),3.450,211
2246,Stars and Bars (1988),2.525,40
3211,"Cry in the Dark, A (1988)",3.451,223
26614,"Bourne Identity, The (1988)",4.048,269
8818,It Happened at the World's Fair (1963),2.620,25
4251,Chopper (2000),3.596,368
4927,"Last Wave, The (1977)",3.780,118
7194,Bonjour tristesse (1958),3.561,33
1213,Goodfellas (1990),4.187,13188
1013,"Parent Trap, The (1961)",3.451,2365
1428,Angel Baby (1995),3.456,204
4536,Rocket Gibraltar (1988),3.359,39
2465,Deadly Friend (1986),2.076,138
30996,Little Miss Marker (1934),3.548,31
7322,Alila (2003),3.167,3
31694,Bride & Prejudice (2004),3.286,348
8452,Moment by Moment (1978),1.727,11
31040,Distant Thunder (1988),2.611,9
1222,Full Metal Jacket (1987),4.025,10898
7899,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),3.562,81
3794,Chuck & Buck (2000),3.264,533
7190,Jane Eyre (1970),3.600,70
33158,xXx: State of the Union (2005),2.245,323
8841,Seeing Other People (2004),3.409,55
7231,"Where Angels Go, Trouble Follows (1968)",2.900,20
2315,Bride of Chucky (1998),2.153,856
4309,Petits Freres (Petits Frères) (1999),2.100,5
675,Hostile Intentions (1994),2.130,23
3084,Home Page (1999),2.107,14
2012,Back to the Future Part III (1990),3.178,10513
6264,"Core, The (2003)",2.597,792
4115,Hiding Out (1987),2.922,90
3715,Burglar (1987),2.453,169
8952,Falling Angels (2003),3.125,12
8530,Dear Frankie (2004),3.962,367
3086,March of the Wooden Soldiers (a.k.a. Babes in Toyland) (1934),3.578,289
8722,Two of a Kind (1983),2.200,40
1429,Jackie Chan's First Strike (Police Story 4: First Strike) (Jing cha gu shi IV: Jian dan ren wu) (1996),3.337,2114
8874,Shaun of the Dead (2004),3.893,3964
60126,Get Smart (2008),3.320,403
57243,"Band's Visit, The (Bikur Ha-Tizmoret) (2007)",3.806,90
43926,Doogal (2006),1.857,28
2236,Simon Birch (1998),3.446,1064
1144,"Line King: The Al Hirschfeld Story, The (1996)",3.674,109
33688,Parineeta (2005),2.773,11
32056,Bopha! (1993),3.429,7
2334,"Siege, The (1998)",3.091,1777
6062,Lost In La Mancha (2002),3.681,607
2096,Sleeping Beauty (1959),3.609,3219
1502,Kissed (1996),3.355,162
2873,Lulu on the Bridge (1998),2.980,152
3550,"Hunger, The (1983)",3.364,579
6727,Targets (1968),3.682,77
48231,Taxidermia (2006),3.556,9
750,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964),4.298,11774
3676,Eraserhead (1977),3.583,1232
41997,Munich (2005),3.765,1984
2152,Air Bud: Golden Receiver (1998),1.926,399
5027,Another 48 Hrs. (1990),2.701,676
8932,It's Alive (1974),2.545,44
1853,"Alan Smithee Film: Burn Hollywood Burn, An (1997)",2.016,92
8385,Lover Come Back (1961),3.679,67
1479,"Saint, The (1997)",3.161,4270
202,Total Eclipse (1995),2.914,233
1055,Shadow Conspiracy (1997),2.701,226
7824,Second Skin (Segunda Piel) (1999),3.600,5
26989,Perdita Durango (1997),2.917,6
6433,"Man with the Movie Camera, The (Chelovek s kino-apparatom) (1929)",4.017,180
6926,"Solid Gold Cadillac, The (1956)",3.500,29
6224,Under the Skin of the City (Zir-e-poost-e Shahr) (2001),3.667,6
4191,Alfie (1966),3.612,378
7314,Robot Stories (2003),2.919,43
4417,"House by the Cemetery, The (Quella villa accanto al cimitero) (1981)",2.968,47
63662,Where A Good Man Goes (Joi gin a long) (1999),4.000,1
2001,Lethal Weapon 2 (1989),3.317,7281
808,Alaska (1996),3.237,502
5515,Songs From the Second Floor (Sånger från andra våningen) (2000),3.720,141
4504,Feds (1988),2.469,127
5792,Roger Dodger (2002),3.593,497
6845,Chattahoochee (1989),2.889,18
7406,"Flying Deuces, The (1939)",3.359,39
3860,"Opportunists, The (2000)",3.122,45
3991,102 Dalmatians (2000),2.383,594
3742,"Battleship Potemkin, The (Bronenosets Potyomkin) (1925)",3.935,929
3691,Private School (1983),2.475,121
4250,"Body, The (2001)",2.963,81
46919,End of the Spear (2005),3.379,33
62376,City of Ember (2008),3.462,13
5007,Topkapi (1964),3.743,200
5637,Flirting (1991),3.768,278
4793,Montenegro (1981),3.441,59
26404,In Praise of Older Women (1978),2.389,9
6635,"Rachel Papers, The (1989)",3.062,32
7031,"Real McCoy, The (1993)",2.584,77
3630,"House of Exorcism, The (a.k.a. Lisa and the Devil) (La Casa dell'esorcismo) (1973)",2.400,30
8293,Used People (1992),3.000,21
7273,"Piece of the Action, A (1977)",2.962,13
4931,Don't Go in the House (1980),2.432,22
4300,Bread and Roses (2000),3.441,101
53000,28 Weeks Later (2007),3.423,917
6434,"Objective, Burma! (1945)",3.148,27
6544,"Housekeeper, The (Une femme de ménage) (2002)",3.412,51
4315,Gabriela (2001),2.300,20
63481,Soul Men (2008),3.250,2
2941,South Pacific (1958),3.522,1268
8980,Our Music (Notre Musique) (2004),3.315,27
1136,Monty Python and the Holy Grail (1975),4.206,16242
1398,In Love and War (1996),3.165,525
6130,"Soldier, The (1982)",2.659,22
31162,"Life and Death of Peter Sellers, The (2004)",3.328,157
55232,Resident Evil: Extinction (2007),3.086,324
57464,He Was a Quiet Man (2007),3.571,105
8988,Cinderfella (1960),2.696,51
63688,"Gaucho, The (1927)",3.500,1
6333,X2: X-Men United (2003),3.713,7312
2317,"Alarmist, The (a.k.a. Life During Wartime) (1997)",2.477,44
684,Windows (1980),2.536,14
26509,Electric Dreams (1984),3.319,47
7453,New York Minute (2004),2.059,110
3722,American Virgin (2000),2.274,31
1105,Children of the Corn IV: The Gathering (1996),2.297,570
7020,Proof (1991),3.730,202
5033,"Russia House, The (1990)",3.205,224
5689,Billy Bathgate (1991),2.937,167
42725,Grandma's Boy (2006),3.533,255
7321,Twisted (2004),2.582,164
8672,Battle Hymn (1957),3.500,8
50594,Daisies (Sedmikrasky) (1966),3.400,5
3267,"Mariachi, El (1992)",3.668,2374
994,Big Night (1996),4.032,3227
7489,"Nasty Girl, The (Das schreckliche Mädchen) (1990)",3.952,125
7315,Against the Ropes (2004),2.553,66
33815,"Perfect Man, The (2005)",2.795,61
31221,Elektra (2005),2.453,557
2199,Phoenix (1998),3.385,39
56286,I'm Not There (2007),3.465,157
50804,Hannibal Rising (2007),2.929,252
55955,Fred Claus (2007),2.675,63
2270,"Century of Cinema, A (1994)",3.400,20
31590,Grisbi (Touchez pas au grisbi) (1954),3.853,34
7219,They Drive by Night (1940),3.593,70
763,"Last of the High Kings, The (a.k.a. Summer Fling) (1996)",3.162,34
55854,"Fugitive, The (1947)",3.522,23
2086,One Magic Christmas (1985),3.012,129
878,Bye-Bye (1995),2.857,21
34526,Secuestro Express (2004),2.667,6
59173,"Killer Elite, The (1975)",3.125,8
3752,"Me, Myself and Irene (2000)",2.996,4000
8644,"I, Robot (2004)",3.442,3837
468,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",3.317,4495
6038,Tune in Tomorrow... (1990),3.139,36
2260,Wisdom (1986),2.421,177
5645,Texasville (1990),3.095,37
7887,"Cheerleaders, The (1973)",2.219,16
62277,KM 31: Kilometro 31 (2006),2.667,3
3663,Puppet Master 4 (1993),1.993,135
409,Above the Rim (1994),3.016,243
1965,Repo Man (1984),3.624,3474
8327,Dolls (2002),3.806,147
5444,Lilo & Stitch (2002),3.516,2276
7260,Latter Days (2003),3.697,89
1971,"Nightmare on Elm Street 4: The Dream Master, A (1988)",2.343,991
7439,"Punisher, The (2004)",3.017,633
4214,Revenge of the Nerds (1984),3.167,1677
56367,Juno (2007),4.000,2482
2567,EDtv (1999),3.071,2212
8610,All of Me (1984),3.600,474
55020,"Ten, The (2007)",2.738,63
30890,"House Keys, The (Le chiavi di casa) (2004)",3.429,7
1648,"House of Yes, The (1997)",3.567,955
8746,King of the Ants (2003),2.654,26
30721,Hell Is for Heroes (1962),3.500,24
3644,Dark Command (1940),3.286,42
2572,10 Things I Hate About You (1999),3.423,5248
3287,"Tigger Movie, The (2000)",2.888,491
5016,"Shipping News, The (2001)",3.359,815
3574,Carnosaur 3: Primal Species (1996),1.120,79
4594,Farewell to the King (1989),2.819,36
2934,"Love Bewitched, A (El Amor Brujo) (1986)",3.333,21
2836,Outside Providence (1999),3.237,782
7280,Blacula (1972),2.387,53
7359,Walk Like a Man (1987),2.361,36
62851,Zen Noir (2004),3.500,2
2349,Mona Lisa (1986),3.744,898
8587,Mayor of the Sunset Strip (2003),3.143,35
4660,Scenes from the Class Struggle in Beverly Hills (1989),3.085,65
5929,"Party 2, The (La Boum 2) (1982)",2.714,28
47394,"Bon Cop, Bad Cop (2006)",3.688,16
2540,"Corruptor, The (1999)",2.971,669
3869,"Naked Gun 2 1/2: The Smell of Fear, The (1991)",3.098,2416
5018,Motorama (1991),3.224,29
6449,From the Terrace (1960),3.339,28
1973,Freddy's Dead: The Final Nightmare (1991),2.217,808
6440,Barton Fink (1991),3.796,1579
3411,Babymother (1998),2.600,5
33669,"Sisterhood of the Traveling Pants, The (2005)",3.460,311
1355,Nightwatch (1997),3.113,481
6216,Nowhere in Africa (Nirgendwo in Afrika) (2001),3.921,379
5081,Birthday Girl (2001),3.118,406
26294,My Name Is Nobody (Il Mio nome è Nessuno) (1973),3.513,119
34482,"Browning Version, The (1951)",3.706,51
8653,Posse (1975),2.864,11
37957,4 (2005),2.500,1
658,Billy's Holiday (1995),2.816,38
2274,Lilian's Story (1995),2.450,10
2320,Apt Pupil (1998),3.110,993
8241,Masterminds (1997),2.267,30
3345,"Charlie, the Lonesome Cougar (1967)",3.287,75
64321,"Friend of Mine, A (Ein Freund von mir) (2006)",3.750,2
3906,Under Suspicion (2000),3.174,235
654,Und keiner weint mir nach (1996),3.269,13
7279,"Wilby Conspiracy, The (1975)",3.045,11
6912,You'll Never Get Rich (1941),3.308,13
55844,Itty Bitty Titty Committee (2007),3.200,5
238,Far From Home: The Adventures of Yellow Dog (1995),3.195,536
51694,Starter for 10 (2006),3.403,67
7274,Let's Do It Again (1975),3.103,29
4807,Spring Break (1983),2.151,96
4897,"Fluffer, The (2001)",2.575,67
771,Life Is Rosy (a.k.a. Life Is Beautiful) (La Vie est belle) (1987),3.276,96
5579,Quitting (Zuotian) (2001),2.700,10
284,New York Cop (Nyû Yôku no koppu) (1993),2.885,26
2916,Total Recall (1990),3.554,11479
2944,"Dirty Dozen, The (1967)",3.892,3841
26119,"Naked Kiss, The (1964)",3.474,39
5644,"Pride of the Yankees, The (1942)",3.755,247
7010,"Lover, The (Amant, L') (1992)",3.457,140
659,Purple Noon (Plein soleil) (1960),3.684,258
7355,Mr. Toad's Wild Ride (a.k.a. The Wind in the Willows) (1996),3.372,98
2339,I'll Be Home For Christmas (1998),2.547,192
3053,"Messenger: The Story of Joan of Arc, The (1999)",3.025,1583
201,Three Wishes (1995),3.023,240
856,Mille bolle blu (1993),3.372,39
8121,"Seducing Doctor Lewis (Grande séduction, La) (2003)",3.785,135
887,Talk of Angels (1998),2.667,27
8845,No End (Bez konca) (1985),3.731,13
3972,"Legend of Drunken Master, The (Jui Kuen II) (1994)",3.721,1606
3462,Modern Times (1936),4.185,1663
27899,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) (2004),2.735,285
8755,My Voyage to Italy (Il mio viaggio in Italia) (1999),3.674,46
6777,Judgment at Nuremberg (1961),3.953,383
34767,My Date with Drew (2004),2.625,48
3910,Dancer in the Dark (2000),3.835,1956
45447,"Da Vinci Code, The (2006)",3.081,1924
6348,Breakin' 2: Electric Boogaloo (1984),2.206,102
31083,Man Trouble (1992),2.188,24
5635,"Man from Elysian Fields, The (2001)",3.409,121
6025,CB4 - The Movie (1993),2.997,145
5078,Falling in Love (1984),3.051,79
45175,Kinky Boots (2005),3.488,129
7029,Rabid (1977),3.287,101
5513,Martin Lawrence Live: Runteldat (2002),2.401,76
5273,Very Annie Mary (2001),2.667,15
467,Live Nude Girls (1995),3.432,470
54785,Halloween (2007),2.983,145
48943,"Butterfly Effect 2, The (2006)",2.398,49
3976,Stardom (2000),2.612,40
7754,Temptation of a Monk (You Seng) (1993),3.000,2
2404,Rambo III (1988),2.316,1899
3569,"Idiots, The (Idioterne) (1998)",3.490,405
3581,Human Traffic (1999),3.629,426
8938,Tarnation (2003),3.490,105
443,"Endless Summer 2, The (1994)",3.386,372
58107,Step Up 2 the Streets (2008),2.944,89
4145,Fever (1999),2.636,11
3512,Return to Me (2000),3.532,1606
2517,Christine (1983),3.003,1259
57522,First Sunday (2008),2.250,18
6826,"Shakiest Gun in the West, The (1968)",2.859,64
5000,Medium Cool (1969),3.530,66
57484,3 Bad Men (1926),3.400,5
4623,Major League (1989),3.452,2033
44694,Volver (2006),3.868,803
5101,Richard Pryor Here and Now (1983),3.660,163
2818,Iron Eagle IV (1995),1.615,286
2909,"Five Wives, Three Secretaries and Me (1998)",1.767,15
26713,Days of Being Wild (A Fei jing juen) (1991),3.844,93
45635,"Notorious Bettie Page, The (2005)",3.234,94
8619,Sister My Sister (1994),3.469,16
2392,Jack Frost (1998),2.325,838
4849,My First Mister (2001),3.565,209
2848,Othello (1952),3.733,240
7982,"Tale of Two Sisters, A (Janghwa, Hongryeon) (2003)",3.642,225
58156,Semi-Pro (2008),2.866,172
3875,"Devil Rides Out, The (1968)",3.255,53
2489,Spanish Fly (1998),2.385,13
6392,"Man Called Horse, A (1970)",3.278,162
7440,Paper Clips (2004),3.671,76
32116,"Oh, God! You Devil (1984)",2.324,108
5167,My Favorite Brunette (1947),3.515,65
8741,Ruby Cairo (1993),2.250,10
62916,"Wicked Lady, The (1945)",2.500,3
1777,"Wedding Singer, The (1998)",3.425,7345
